ind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
11,0.06726718665637668,0.00019217453107889224,0.0005795739826188813,0.0029070210812410205,0.029103765095614458,0.014095849335167636,0.006805418711698549,0.01832063862952106,0.0057225304810159024,0.0026141837005493754,0.326684501276588,0.03729406058683391,0.06445167725660181,0.027965969856052125,0.022932827375414473,0.017887483337248,0.0014733380716048404,0.008589896500288264,0.004072269825243192,0.04529218154697447,0.0030229358777647966,0.006677302357645954,0.004947731577935923,0.03811461533064696,0.0199251434445607,0.004825716002647738,0.07412141159819052,0.013260042644443564,0.028124590103926768,0.0006558337171739974,0.001738721947856644,7.320934517291133e-05,0.00010066284961275307,0.009004749456268094,0.0,0.005088049489517338,1.8302336293227832e-05,0.0034438896125090373,0.0002470815399585757,0.0007564965667867504,0.0010005277173631213,0.00010066284961275307,0.0005124654162103793,0.00012811635405259484,0.005515104003025987,0.004401711878521294,0.006774914817876503,0.0024616642314391436,0.0006344809914985649,0.0007107407260536808,2.7453504439841748e-05,2.440311505763711e-05,0.0006924383897604529,0.006311255631781398,0.0005765235932366767,0.045478255299288964,0.002364051771208595,0.00016777141602125514,0.00020742647798991542,0.000625329823351951,0.00033859322142471487,0.002547075134140873,0.0,0.0
12,0.017300893577930573,0.0,0.0003897224619324666,4.175597806419285e-05,0.024107118002394005,0.0001531052529020405,1.3918659354730953e-05,0.00012526793419257858,0.00013918659354730952,0.0,0.020697046460484925,0.10084068702502574,8.35119561283857e-05,0.0,0.0,0.0,0.0,6.959329677365476e-05,0.0001531052529020405,0.0,0.0001531052529020405,0.000570665033543969,0.0004871530774155833,0.0,6.959329677365476e-05,0.0007933635832196642,0.0009325501767669738,6.959329677365476e-05,0.07356011468975308,0.0006402583303176237,0.0001670239122567714,0.0,0.0,0.002881162486429307,0.0,0.01535228126826824,0.0,1.3918659354730953e-05,0.0001670239122567714,0.00027837318709461904,5.567463741892381e-05,0.0,0.0001670239122567714,1.3918659354730953e-05,0.0021295548812738357,0.0023940094090137234,0.012498956100548395,0.0019207749909528715,0.0049272054115747565,0.00020877989032096428,0.0,4.175597806419285e-05,0.0,0.014071764607632991,0.0016424018038582525,0.642318291902124,0.048409097235754255,0.0004732344180608523,0.0007794449238649332,0.003966817916098321,0.0,0.003730200707067895,0.0,0.0
13,0.015387846696366388,0.0,0.0009064679806767556,0.0007793413736306253,0.11424260178419429,0.013597019710151335,0.0066548015166756945,0.010258564464244259,0.010440963509136534,0.0,0.04835785587159107,0.015343628746089476,0.1967422425133483,0.016266678458120073,0.010214346513967345,0.006107604381998873,0.0023767148273841766,0.030151114845071356,0.013702037342059008,0.1619924608394778,0.0038635434054454408,0.014011562993997412,0.0040017245000608,0.0,0.0002266169951691889,0.008301920164490774,0.07200893202595593,0.050325554658913786,0.028702976973502388,0.0051900819137528885,0.0024651507279380065,2.210897513845746e-05,0.0002984711643691757,0.015625518179104805,0.0,0.056228651020881926,0.0003316346270768618,0.0007903958611998541,0.0020892981505842294,0.00091199522446137,0.0008180320801229259,7.185416919998674e-05,0.0003869070649230055,0.0001658173135384309,0.00044770674655376344,0.009025989100275257,0.004438376759045334,0.009855075667967412,0.000364798089784548,0.005947314312245056,0.00012159936326151601,0.0,0.012176518057505444,0.001033594587722886,0.000652214766584495,0.0031394744696609587,0.0003261073832922475,0.003476636340522435,0.003813798211383911,0.0013652292147997478,0.00027083494544610385,0.0031836924199378737,0.0,0.0
14,0.00016676858079937742,0.0,0.0,0.013246190132064834,0.08391636158604862,0.0023744669361435164,0.004343924461774259,0.0001270617758471447,0.002970069010427007,5.55895269331258e-05,0.027445343582983256,0.005971903464815801,0.0069248667836693855,0.12678382821247905,0.02731034044614566,0.00450275168158319,0.00015882721980893085,0.014707400554306997,0.0016915098909651136,0.047354335586032734,0.011364087577329002,0.00817960182015994,0.0023029946872294973,0.0,0.0009609046798440317,0.005654249025197939,0.48308093040985367,0.02334760131191284,0.012142340954392764,0.0018900439157262772,0.0006194261572548303,3.1765443961786176e-05,0.0005717779913121512,0.0017550407788886862,8.735497089491198e-05,0.030772773837980355,4.764816594267926e-05,0.0001111790538662516,0.0,0.0006035434352739372,3.970680495223271e-05,0.0,4.764816594267926e-05,0.0005479539083408115,0.0002858889956560756,0.0059560207428349075,0.0016041549200702017,0.001183262787576535,3.970680495223271e-05,0.0006670743231975097,0.0,2.382408297133963e-05,0.014318273865775118,0.003343312976977995,0.0009847287628153715,0.012078810066469192,0.0007544292940924216,0.0012785591194618936,0.0007861947380542079,0.0014770931442230572,0.0001508858588184843,0.0008576669869682267,0.0,0.0
15,0.0,0.0,7.682292719612488e-05,0.0009582649339727157,0.0018397069407493066,0.0006509732251882162,0.00015364585439224976,0.0007884458317497028,0.0028990546736642918,4.043311957690784e-06,0.0014879388004302083,0.0004568942512190586,0.0005943668577805452,0.003582374394514034,0.20537598757894565,0.2791502575589717,0.000764185960003558,0.06337891493680303,0.07866263413687419,0.16694430742109476,0.011442572840264918,0.013642134545248702,0.024033446276514017,0.005070313194944243,0.0003194216446575719,0.0031335667672103573,0.07527433871632933,0.00030324839682680877,0.026697988856632243,0.0008814420067765909,0.0018882266842415961,0.00035985476423447974,0.00028303183703835486,0.007876371693581647,0.0,0.0009057018785227354,0.0,0.0003315515805306442,0.00022642546963068386,0.0003194216446575719,0.0002789885250806641,4.85197434922894e-05,0.00014151591851917743,0.0003638980761921705,0.0007924891437073936,0.00887911305908896,0.004961143772086591,0.0013504661938687217,4.0433119576907835e-05,0.0,0.0,0.0,0.0007358827762997226,0.0011725604677303271,0.0002709019011652825,0.0,0.0,6.469299132305255e-05,8.086623915381567e-05,0.0,2.0216559788453917e-05,4.0433119576907835e-05,0.0,0.0
16,0.025152390661551022,4.230136337294151e-06,0.00035110131599541455,0.0012986518555493042,0.03395530437946015,0.005368043012026278,0.001150597083744009,0.0015989915354971888,0.000977161493914949,4.230136337294151e-06,0.011332535247611028,0.0017851175343381318,0.01132407497493644,0.0015989915354971888,0.08259764212200559,0.15929001391714853,0.0068147496393808765,0.045947740895689065,0.05555861065402138,0.24539020892643368,0.0188029560192725,0.013557586961027754,0.02385796894233901,0.03880304062199924,0.0024830900299916666,0.013193795236020454,0.10495814280094246,0.002749588619241198,0.013033050055203279,0.0014720874453783644,0.000926399857867419,0.0,2.5380818023764904e-05,0.010279231299624787,0.0,0.017432391845989197,2.961095436105905e-05,0.0005118464968125922,4.230136337294151e-06,9.306299942047132e-05,0.0,0.0,1.6920545349176605e-05,0.00036379172500729696,8.460272674588302e-06,0.01157788315517409,0.004928108832947685,0.002478859893654372,8.037259040858886e-05,0.013680260914809282,0.0003468711796581203,2.1150681686470753e-05,0.0037648213401917942,0.0018020380796873083,0.0008206464494350652,0.00016074518081717773,0.0,0.00042301363372941505,0.0017470463073024842,0.0004822355424515332,0.0019923942148655453,0.0015905312628226008,0.0,0.0
17,0.00033954320121330105,0.0,0.0006790864024266021,0.00021504402743509067,0.00010186296036399031,0.0005432691219412817,0.0,0.0,0.004074518414559612,0.0,0.0,0.0067682278108518006,2.263621341422007e-05,3.3954320121330106e-05,0.0,0.004346152975530254,0.08396903366004935,0.030943703737238832,0.01942187110940082,0.1773094596735858,0.0014713538719243046,0.007911356588269915,0.008635715417524956,0.01670552549969441,0.002863480996898839,0.0021504402743509066,0.00994861579554972,0.002173076487765127,0.027174774203771193,0.01636598229848111,0.005036557484663966,0.00023768024084931075,0.0006224958688910519,0.0033614776920116805,0.000984675283518573,0.05694139484347059,0.0020712135274011364,0.11346401973877811,0.09412137537632706,0.08512348054417458,0.0026710731828779683,0.00011318106707110035,0.0011997193109536638,0.0015392625121669647,0.0006338139755981619,0.06184213504764923,0.011419969667474026,0.020485773139869164,0.005296873938927496,0.004979966951128415,0.0,0.0,0.0329356905176902,0.007028544265115332,0.006123095728546529,0.01687529710030106,0.006915363198044232,0.0040632003078525025,0.003972655454195622,0.005625099033433688,0.01619621069787446,0.003950019240781402,0.0,0.0
18,0.0018324905904269476,0.0,0.0005778808500931452,0.0003877884651940843,0.0011557617001862904,0.0003953921605900468,4.562217237577462e-05,7.603695395962438e-06,0.00033456259742234727,0.0,0.0002889404250465726,0.0,7.603695395962438e-06,0.0024103714405200928,0.005885260236474927,0.00399194008288028,0.023001178572786374,0.14072159069307683,0.08288027981599057,0.11527962589818651,0.032460175645363645,0.0032467779340759613,0.04201041706269247,0.056632323309128235,0.007679732349922062,0.003353229669619435,0.2846519408432498,0.005596319811428354,0.021693342964680836,0.003178344675512299,0.003482492491350796,4.562217237577462e-05,6.843325856366194e-05,0.002965441204425351,0.00025092194806676044,0.03392008516138844,0.00020529977569098582,0.0009124434475154925,0.01934380108732844,0.007938257993384785,0.001406683648253051,0.00022050716648291068,0.000661521499448732,0.0028665931642778393,0.0032924001064517355,0.04327263049842223,0.0067444778162186825,0.004364521157282439,0.0005474660685092955,0.0,4.562217237577462e-05,0.0,0.011268676576816333,0.004022354864464129,0.002136638406265445,2.281108618788731e-05,0.0,0.0028209709919020647,0.0015435501653803748,0.0014675132114207506,0.001961753412158309,0.0024940120898756793,0.0,0.0
19,0.006911022534925624,0.0,0.0012558404380621057,0.007347836600338531,0.01028853129070756,0.0011154359170365287,0.0033853090069500234,0.005374373054812366,0.008088860461306854,0.05152065896521868,0.004492944672818465,0.014212057628255628,0.00649760922301698,0.0052651695384591385,0.009329100397032783,0.008424271261534621,0.003533513779143688,0.007340036349170443,0.20624644113540455,0.09819736195505496,0.015140287517258055,0.0028392914251838906,0.036107362657077556,0.10154366970616453,0.014680072698340886,0.0040405301050693825,0.03799502343975476,0.013533435776632007,0.03984368296659153,0.003697319053673528,0.0006552210981193594,0.0,5.460175817661328e-05,0.053221113719861775,0.0,0.06360324802458639,0.0007956256191449364,0.0008580276284896373,0.018884408077940108,0.004165334123758785,0.0,0.0,7.020226051278851e-05,0.0011544371728769666,0.00568638310153587,0.0926279826210404,0.006255801436806265,0.0022776733410815827,0.0008268266238172869,0.0021060678153836552,7.800251168087613e-06,0.0,0.001996864299030429,0.006411806460168017,0.0009048291354981629,0.00031981029789159205,0.00014820477219366462,0.0016146519917941357,0.0022386720852411446,0.0008658278796577249,0.0017784572663239757,0.0022230715829049696,0.0,0.0
20,7.064788264139966e-05,0.0,0.0006316751859701616,4.155757802435274e-05,0.0,0.00010389394506088185,0.00031999335078751614,0.0,2.4934546814611642e-05,0.0,0.0,0.0,0.004708473590159166,0.0014046461372231225,0.0007147903420188671,0.00522378755766114,0.00011636121846818767,0.01792378340190334,0.005955200930889748,0.7574533516186676,0.030702738644391804,0.0002742800149607281,0.002676308024768317,0.0,4.155757802435274e-06,0.004783277230603,0.0008394630760919253,0.1000124672734073,0.005365083322943939,0.0006399867015750323,0.018114948260815358,4.155757802435274e-06,4.155757802435274e-06,0.0009142667165357603,0.0003158375929850808,0.0021402152682541663,8.311515604870549e-06,1.6623031209741097e-05,0.0,0.00041973153804596267,0.0,0.0,8.311515604870549e-06,0.000698167310809126,2.4934546814611642e-05,0.0053733948385488095,0.00515313967501974,0.00023272243693637533,0.008976436853260192,0.005518846361634045,4.155757802435274e-06,4.155757802435274e-06,0.007829447699788057,0.0006482982171799027,0.0004612891160703154,9.142667165357603e-05,0.0,0.00015376303869010514,0.0024144952832148943,0.0001579187964925404,0.00010804970286331713,0.00021194364792419897,0.0,0.0
