;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;total ventas
51;3.5;0.0;1.4;3.3;571.2;38.9;9.6;72.9;21.9;0.3;165.4;112.3;114.6;39.2;38.4;125.1;18.4;35.2;69.0;289.1;46.5;34.8;29.7;19.6;1.8;28.3;139.1;164.3;930.3;272.9;53.2;0.0;8.9;281.1;0.0;281.4;36.7;13.0;113.7;61.2;0.0;0.0;1.0;53.3;93.1;49.9;33.5;71.9;12.9;17.4;72.2;74.1;333.9;22.8;20.1;18.1;27.8;13.4;19.4;46.3;7.1;13.7;0.0;0.0;5,248.1
52;0.0;0.0;3.0;0.5;1.5;3.4;0.1;0.2;0.7;4.7;14.7;8.2;1.9;0.4;0.0;3.3;2.8;0.1;1.8;5.1;1.6;0.9;15.0;5.0;3.9;16.6;171.2;36.7;72.9;28.3;24.2;0.6;85.5;41.2;0.0;13.2;43.0;7.9;6.5;166.9;4.6;1.8;2.4;10.2;2.3;27.5;6.3;98.5;31.8;212.1;2.3;1,416.9;19.7;27.9;11.9;9.2;0.0;0.9;14.0;3.9;3.7;1.6;0.0;0.0;2,703.0
53;89.2;0.0;5.5;98.9;1,115.4;179.8;60.9;212.1;154.0;199.1;503.1;181.9;237.1;135.6;122.2;300.0;107.2;229.2;240.4;775.7;185.8;16.9;352.0;1,173.0;355.2;184.8;1,882.8;579.7;6,057.4;2,974.4;1,265.6;34.2;179.7;1,467.3;82.2;796.3;146.4;41.7;902.1;1,887.2;1,532.5;232.6;615.8;922.1;1,971.3;739.1;300.4;227.2;128.9;177.2;29.1;234.0;5,959.4;2,399.8;872.4;1,558.4;750.5;19.1;275.5;118.9;35.5;287.6;0.0;0.0;44,899.3
54;5.0;0.0;27.9;3.6;20.7;7.2;2.1;3.3;4.0;0.0;6.3;19.7;10.0;6.1;17.1;17.0;2.1;8.3;6.4;20.4;7.2;4.5;14.1;44.8;2.4;8.8;293.0;1.9;89.2;252.9;51.1;13.5;51.2;49.0;5.4;177.0;6.8;1.1;17.4;11.1;0.0;0.0;0.2;4.4;7.9;3.7;10.6;17.0;6.7;18.8;3.9;12.3;26.9;10.8;101.0;27.7;43.1;10.6;16.9;1.7;3.5;4.8;0.0;0.0;1,622.1
55;6.5;0.0;0.9;4.4;128.3;19.7;0.9;6.7;19.3;64.6;24.1;56.8;35.4;5.2;60.9;10.8;25.3;8.3;28.9;125.2;39.9;18.6;75.3;178.2;31.3;62.9;155.8;150.9;372.0;314.1;91.2;0.8;150.3;3.4;0.2;51.6;68.9;11.0;336.4;326.4;50.3;0.2;21.5;44.6;91.7;89.0;109.9;111.9;81.0;41.8;21.6;2.9;212.5;26.7;139.5;36.6;139.9;1.1;6.1;325.2;18.5;16.1;0.0;0.0;4,660.0
56;0.0;0.0;2.1;5.0;95.6;14.4;0.4;2.3;2.9;14.2;38.3;18.8;8.9;2.3;1.6;1.7;6.6;12.4;11.9;62.5;20.3;20.7;49.4;53.9;14.1;95.1;0.8;134.3;961.2;404.1;79.2;0.7;0.0;1.4;22.0;345.5;10.9;7.6;292.9;122.2;46.4;7.1;21.8;38.6;98.0;82.9;19.5;50.5;36.7;15.8;9.1;0.1;94.7;35.6;46.2;4,309.3;106.6;10.1;25.8;144.5;7.5;17.0;0.0;0.0;8,162.0
57;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;4.0;0.1;0.0;0.0;0.2;0.0;0.7;0.0;0.0;0.0;0.1;0.0;0.0;0.0;1.4;0.0;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.8;69.4;193.8;0.0;0.0;0.0;0.0;6.7;0.0;0.0;325.3
58;1.0;0.0;1.5;0.1;20.1;0.2;0.1;0.0;4.5;7.0;6.4;11.7;0.0;0.0;0.2;0.0;2.7;0.0;7.3;18.1;4.0;0.2;39.6;0.0;0.1;0.6;0.2;0.6;99.9;10.3;32.8;0.0;20.2;0.0;17.3;242.6;62.7;53.1;49.9;0.3;26.4;3.0;11.8;8.3;107.2;86.0;8.2;109.8;74.3;46.7;14.0;93.4;135.7;10.5;6.1;0.0;0.0;432.4;215.8;4.3;0.7;17.0;0.0;0.0;2,126.9
59;0.0;0.0;0.7;0.1;63.2;7.2;0.0;4.1;4.6;74.7;8.7;8.0;10.5;0.0;15.0;9.5;13.6;0.1;20.3;44.0;50.8;37.9;67.5;0.0;0.2;13.9;0.6;53.0;580.3;14.0;0.0;0.0;0.0;73.7;49.7;174.7;130.4;102.5;176.0;0.6;90.6;9.2;40.1;92.2;137.8;38.9;15.9;179.7;144.1;101.6;27.9;401.2;227.1;30.4;14.7;0.0;3.9;953.5;878.3;99.6;6.0;2.8;0.0;0.0;5,305.6
60;8.0;0.0;30.3;0.6;78.6;4.2;6.5;10.5;1.0;35.6;128.3;40.9;8.7;37.7;28.5;51.5;4.0;8.2;15.6;84.7;8.6;37.5;33.7;225.4;5.9;84.8;1.0;105.3;431.5;207.0;196.4;5.8;0.0;31.2;0.1;163.1;14.8;23.9;38.8;480.7;87.4;4.7;38.5;122.4;300.5;217.6;43.9;102.2;97.4;18.8;26.9;0.0;160.3;17.2;74.0;17.2;357.6;815.1;575.7;639.7;19.9;10.6;0.0;0.0;6,426.5
61;17.3;0.0;2.6;3.9;22.2;2.7;3.8;8.8;4.3;6.3;10.2;2.5;5.2;7.2;0.0;6.2;13.1;4.2;19.1;14.2;2.0;2.0;14.7;26.6;6.9;9.6;26.9;6.7;12.3;10.8;97.5;4.8;11.8;41.6;1.9;108.9;2.4;1.5;19.4;32.4;1.8;0.2;2.9;17.8;246.7;2.0;7.3;3.7;2.3;21.2;0.1;1.7;9.2;209.5;184.4;130.7;6.8;4.8;7.5;0.9;425.6;5.9;0.0;0.0;1,887.5
62;0.0;0.0;0.9;1.9;38.5;17.1;3.0;7.8;2.1;20.4;22.3;3.7;11.0;7.8;15.0;15.0;5.0;6.8;12.4;43.5;5.7;11.0;18.6;29.8;3.8;7.8;24.0;34.6;59.2;59.9;31.9;1.1;17.1;19.4;3.2;111.7;7.6;37.7;10.6;21.5;2.7;1.9;1.6;35.7;28.4;16.7;10.3;22.4;12.1;170.3;5.1;20.1;34.9;5.0;6.7;120.1;185.7;7.8;27.4;5.0;3.6;333.1;0.0;0.0;1,807.0
63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
total compras;20,175.1;960.5;1,165.7;2,007.8;87,776.3;10,351.4;3,970.4;8,992.9;3,394.4;23,253.5;26,881.4;6,663.9;11,978.8;10,038.9;19,663.0;19,195.2;2,495.2;11,002.3;12,954.8;51,183.8;9,676.0;5,781.0;9,659.2;36,945.6;4,505.2;10,292.0;65,361.2;12,266.2;53,280.3;27,689.7;24,883.8;1,187.2;7,039.3;27,126.7;2,757.1;46,699.1;4,516.7;6,042.8;14,640.3;15,457.5;12,421.9;10,030.5;6,112.0;10,330.3;16,825.4;15,363.6;4,925.6;7,710.9;3,781.6;5,315.2;562.2;12,103.1;15,306.1;16,669.1;8,339.2;22,947.6;6,368.6;6,088.9;6,207.8;4,112.7;1,408.5;3,069.8;0.0;0.0;922,715.4
